Transaction Type Index,Transaction Name,Start Time (microseconds),Latency (microseconds),Worker Id (start number),Phase Id (index in config file)
2,Payment,1704304348.946674,3865,0,1
2,Payment,1704304348.950553,3193,0,1
1,NewOrder,1704304348.953762,14059,0,1
1,NewOrder,1704304348.967837,29846,0,1
2,Payment,1704304348.997699,22921,0,1
1,NewOrder,1704304349.020636,21020,0,1
1,NewOrder,1704304349.041684,36938,0,1
1,NewOrder,1704304349.078638,29428,0,1
1,NewOrder,1704304349.108082,36922,0,1
2,Payment,1704304349.145019,29992,0,1
2,Payment,1704304349.175028,21545,0,1
2,Payment,1704304349.196588,22391,0,1
2,Payment,1704304349.218995,22729,0,1
2,Payment,1704304349.241741,36570,0,1
2,Payment,1704304349.278350,29855,0,1
1,NewOrder,1704304349.308224,36227,0,1
1,NewOrder,1704304349.344748,40247,0,1
2,Payment,1704304349.385010,22160,0,1
4,Delivery,1704304349.407186,52463,0,1
1,NewOrder,1704304349.459663,35823,0,1
1,NewOrder,1704304349.495502,38750,0,1
2,Payment,1704304349.534267,3710,0,1
2,Payment,1704304349.537990,4091,0,1
1,NewOrder,1704304349.542094,30834,0,1
2,Payment,1704304349.572944,38794,0,1
1,NewOrder,1704304349.611754,38549,0,1
2,Payment,1704304349.650351,22275,0,1
3,OrderStatus,1704304349.672639,3104,0,1
2,Payment,1704304349.675758,18799,0,1
5,StockLevel,1704304349.694569,3219,0,1
1,NewOrder,1704304349.697799,41176,0,1
1,NewOrder,1704304349.738991,38936,0,1
1,NewOrder,1704304349.777942,38607,0,1
2,Payment,1704304349.816565,38744,0,1
1,NewOrder,1704304349.855325,27486,0,1
1,NewOrder,1704304349.882843,44328,0,1
2,Payment,1704304349.927187,22182,0,1
2,Payment,1704304349.949386,27892,0,1
1,NewOrder,1704304349.977293,33066,0,1
1,NewOrder,1704304350.010373,27420,0,1
1,NewOrder,1704304350.037808,22278,0,1
1,NewOrder,1704304350.060099,28562,0,1
2,Payment,1704304350.088678,10573,0,1
2,Payment,1704304350.099264,11315,0,1
1,NewOrder,1704304350.110595,39827,0,1
1,NewOrder,1704304350.150439,42502,0,1
1,NewOrder,1704304350.192956,28015,0,1
2,Payment,1704304350.220987,27182,0,1
1,NewOrder,1704304350.248184,28488,0,1
2,Payment,1704304350.276687,8080,0,1
2,Payment,1704304350.284781,29951,0,1
1,NewOrder,1704304350.314748,28340,0,1
2,Payment,1704304350.343117,12923,0,1
1,NewOrder,1704304350.356054,36627,0,1
1,NewOrder,1704304350.392697,28971,0,1
2,Payment,1704304350.421685,10965,0,1
1,NewOrder,1704304350.432666,26001,0,1
3,OrderStatus,1704304350.458683,6426,0,1
2,Payment,1704304350.465121,22620,0,1
2,Payment,1704304350.488154,10833,0,1
2,Payment,1704304350.499003,26971,0,1
2,Payment,1704304350.526017,22591,0,1
5,StockLevel,1704304350.548963,3209,0,1
2,Payment,1704304350.552205,20166,0,1
2,Payment,1704304350.572388,3590,0,1
2,Payment,1704304350.575989,3200,0,1
1,NewOrder,1704304350.579199,30174,0,1
1,NewOrder,1704304350.609420,27221,0,1
2,Payment,1704304350.636656,7602,0,1
1,NewOrder,1704304350.644274,31610,0,1
2,Payment,1704304350.675898,11500,0,1
1,NewOrder,1704304350.687426,11845,0,1
2,Payment,1704304350.699298,3621,0,1
5,StockLevel,1704304350.702931,2375,0,1
2,Payment,1704304350.705317,3716,0,1
2,Payment,1704304350.709046,3631,0,1
1,NewOrder,1704304350.712690,5668,0,1
1,NewOrder,1704304350.718371,5704,0,1
4,Delivery,1704304350.724088,33179,0,1
2,Payment,1704304350.757283,3378,0,1
1,NewOrder,1704304350.760674,21070,0,1
3,OrderStatus,1704304350.781762,3577,0,1
1,NewOrder,1704304350.785350,28587,0,1
4,Delivery,1704304350.813953,31823,0,1
2,Payment,1704304350.845793,3415,0,1
1,NewOrder,1704304350.849220,4443,0,1
2,Payment,1704304350.853677,3411,0,1
4,Delivery,1704304350.857101,32868,0,1
1,NewOrder,1704304350.889984,30272,0,1
1,NewOrder,1704304350.920274,7246,0,1
1,NewOrder,1704304350.927536,14573,0,1
5,StockLevel,1704304350.942124,1480,0,1
2,Payment,1704304350.943613,9638,0,1
2,Payment,1704304350.953266,3474,0,1
1,NewOrder,1704304350.956752,4928,0,1
2,Payment,1704304350.961693,2949,0,1
1,NewOrder,1704304350.964655,4693,0,1
1,NewOrder,1704304350.969363,5991,0,1
1,NewOrder,1704304350.975367,6760,0,1
2,Payment,1704304350.982140,3605,0,1
2,Payment,1704304350.985758,2971,0,1
1,NewOrder,1704304350.988742,7180,0,1
4,Delivery,1704304350.995937,37998,0,1
2,Payment,1704304351.033951,3460,0,1
1,NewOrder,1704304351.037437,6398,0,1
3,OrderStatus,1704304351.043849,818,0,1
1,NewOrder,1704304351.044674,19705,0,1
2,Payment,1704304351.064394,3614,0,1
2,Payment,1704304351.068020,3207,0,1
2,Payment,1704304351.071238,3740,0,1
2,Payment,1704304351.074990,3165,0,1
2,Payment,1704304351.078167,3597,0,1
1,NewOrder,1704304351.081776,29909,0,1
3,OrderStatus,1704304351.111700,1210,0,1
2,Payment,1704304351.112918,29644,0,1
1,NewOrder,1704304351.142592,35560,0,1
2,Payment,1704304351.178168,22067,0,1
2,Payment,1704304351.200249,19617,0,1
2,Payment,1704304351.219881,35622,0,1
1,NewOrder,1704304351.255519,30758,0,1
1,NewOrder,1704304351.286294,63418,0,1
1,NewOrder,1704304351.349728,38912,0,1
1,NewOrder,1704304351.388655,19585,0,1
1,NewOrder,1704304351.408255,35840,0,1
2,Payment,1704304351.444111,21777,0,1
2,Payment,1704304351.465902,22135,0,1
4,Delivery,1704304351.488052,58292,0,1
1,NewOrder,1704304351.546372,41542,0,1
3,OrderStatus,1704304351.587929,3423,0,1
4,Delivery,1704304351.591364,92750,0,1
1,NewOrder,1704304351.684130,34674,0,1
2,Payment,1704304351.718819,11159,0,1
2,Payment,1704304351.729991,11002,0,1
1,NewOrder,1704304351.741007,34799,0,1
1,NewOrder,1704304351.775821,31493,0,1
4,Delivery,1704304351.807329,49772,0,1
2,Payment,1704304351.857116,16821,0,1
2,Payment,1704304351.873954,11050,0,1
2,Payment,1704304351.885017,10978,0,1
1,NewOrder,1704304351.896009,45892,0,1
1,NewOrder,1704304351.941917,21049,0,1
2,Payment,1704304351.962987,34317,0,1
1,NewOrder,1704304351.997320,22358,0,1
2,Payment,1704304352.019694,31531,0,1
1,NewOrder,1704304352.051240,34641,0,1
2,Payment,1704304352.085897,32102,0,1
1,NewOrder,1704304352.118015,34656,0,1
1,NewOrder,1704304352.152702,31883,0,1
2,Payment,1704304352.184601,10903,0,1
1,NewOrder,1704304352.195518,34161,0,1
2,Payment,1704304352.229694,32154,0,1
1,NewOrder,1704304352.261863,34248,0,1
1,NewOrder,1704304352.296127,31876,0,1
2,Payment,1704304352.328018,34693,0,1
2,Payment,1704304352.362729,22419,0,1
2,Payment,1704304352.385176,21524,0,1
1,NewOrder,1704304352.406716,22128,0,1
1,NewOrder,1704304352.428859,32142,0,1
2,Payment,1704304352.461016,4334,0,1
2,Payment,1704304352.465364,3365,0,1
1,NewOrder,1704304352.468740,5043,0,1
1,NewOrder,1704304352.473797,5558,0,1
1,NewOrder,1704304352.479368,14933,0,1
1,NewOrder,1704304352.494316,11077,0,1
1,NewOrder,1704304352.505408,5817,0,1
4,Delivery,1704304352.511240,40007,0,1
1,NewOrder,1704304352.551263,31943,0,1
2,Payment,1704304352.583221,3590,0,1
3,OrderStatus,1704304352.586824,766,0,1
2,Payment,1704304352.587597,4592,0,1
1,NewOrder,1704304352.592202,5638,0,1
5,StockLevel,1704304352.597862,3221,0,1
2,Payment,1704304352.601095,6480,0,1
1,NewOrder,1704304352.607588,5402,0,1
1,NewOrder,1704304352.613004,37690,0,1
1,NewOrder,1704304352.650712,33277,0,1
1,NewOrder,1704304352.684005,32976,0,1
1,NewOrder,1704304352.716996,32974,0,1
2,Payment,1704304352.749985,10859,0,1
2,Payment,1704304352.760859,11180,0,1
2,Payment,1704304352.772052,11182,0,1
2,Payment,1704304352.783262,7689,0,1
1,NewOrder,1704304352.790963,36605,0,1
2,Payment,1704304352.827584,33385,0,1
1,NewOrder,1704304352.860985,32770,0,1
2,Payment,1704304352.893770,3365,0,1
3,OrderStatus,1704304352.897147,998,0,1
2,Payment,1704304352.898152,5568,0,1
1,NewOrder,1704304352.903735,23232,0,1
1,NewOrder,1704304352.926983,33259,0,1
3,OrderStatus,1704304352.960258,917,0,1
1,NewOrder,1704304352.961183,32875,0,1
1,NewOrder,1704304352.994073,10626,0,1
2,Payment,1704304353.004714,3256,0,1
5,StockLevel,1704304353.007983,1944,0,1
5,StockLevel,1704304353.009934,2094,0,1
5,StockLevel,1704304353.012039,1093,0,1
1,NewOrder,1704304353.013140,5818,0,1
2,Payment,1704304353.018985,2885,0,1
2,Payment,1704304353.021881,3096,0,1
1,NewOrder,1704304353.024989,5810,0,1
4,Delivery,1704304353.030831,40011,0,1
2,Payment,1704304353.070858,3450,0,1
1,NewOrder,1704304353.074320,4897,0,1
1,NewOrder,1704304353.079245,6118,0,1
2,Payment,1704304353.085390,3428,0,1
2,Payment,1704304353.088830,3270,0,1
1,NewOrder,1704304353.092112,23085,0,1
1,NewOrder,1704304353.115215,33779,0,1
1,NewOrder,1704304353.149010,10857,0,1
4,Delivery,1704304353.159883,12081,0,1
1,NewOrder,1704304353.171978,6231,0,1
1,NewOrder,1704304353.178223,7132,0,1
2,Payment,1704304353.185371,3826,0,1
1,NewOrder,1704304353.189209,37732,0,1
2,Payment,1704304353.226957,3503,0,1
1,NewOrder,1704304353.230485,28535,0,1
2,Payment,1704304353.259036,3340,0,1
2,Payment,1704304353.262404,3685,0,1
1,NewOrder,1704304353.266101,6920,0,1
1,NewOrder,1704304353.273036,4894,0,1
2,Payment,1704304353.277944,3118,0,1
1,NewOrder,1704304353.281073,6206,0,1
2,Payment,1704304353.287294,4122,0,1
1,NewOrder,1704304353.291429,7934,0,1
1,NewOrder,1704304353.299378,38698,0,1
4,Delivery,1704304353.338092,12040,0,1
1,NewOrder,1704304353.350146,5079,0,1
2,Payment,1704304353.355252,3145,0,1
2,Payment,1704304353.358423,3379,0,1
2,Payment,1704304353.361829,3159,0,1
2,Payment,1704304353.365000,3271,0,1
2,Payment,1704304353.368283,3503,0,1
1,NewOrder,1704304353.371798,5261,0,1
1,NewOrder,1704304353.377074,25860,0,1
2,Payment,1704304353.402978,3374,0,1
2,Payment,1704304353.406366,3353,0,1
2,Payment,1704304353.409731,3095,0,1
2,Payment,1704304353.412857,3302,0,1
2,Payment,1704304353.416173,3102,0,1
1,NewOrder,1704304353.419288,7610,0,1
2,Payment,1704304353.426913,3679,0,1
1,NewOrder,1704304353.430604,5002,0,1
4,Delivery,1704304353.435620,35656,0,1
4,Delivery,1704304353.471293,31619,0,1
1,NewOrder,1704304353.502928,21802,0,1
2,Payment,1704304353.524745,3998,0,1
2,Payment,1704304353.528755,3183,0,1
1,NewOrder,1704304353.531951,1796,0,1
2,Payment,1704304353.533755,3312,0,1
1,NewOrder,1704304353.537078,5198,0,1
2,Payment,1704304353.542290,3353,0,1
1,NewOrder,1704304353.545654,5264,0,1
1,NewOrder,1704304353.550945,31743,0,1
2,Payment,1704304353.582703,3231,0,1
1,NewOrder,1704304353.585947,27430,0,1
2,Payment,1704304353.613393,3498,0,1
4,Delivery,1704304353.616903,32211,0,1
1,NewOrder,1704304353.649129,11050,0,1
1,NewOrder,1704304353.660194,11117,0,1
1,NewOrder,1704304353.671325,30823,0,1
1,NewOrder,1704304353.702164,35676,0,1
1,NewOrder,1704304353.737856,6740,0,1
5,StockLevel,1704304353.744609,1507,0,1
1,NewOrder,1704304353.746124,13768,0,1
2,Payment,1704304353.759908,3557,0,1
2,Payment,1704304353.763478,3428,0,1
5,StockLevel,1704304353.766918,1700,0,1
1,NewOrder,1704304353.768628,5209,0,1
2,Payment,1704304353.773851,3229,0,1
2,Payment,1704304353.777099,3371,0,1
1,NewOrder,1704304353.780484,32167,0,1
1,NewOrder,1704304353.812666,36309,0,1
1,NewOrder,1704304353.848992,11036,0,1
1,NewOrder,1704304353.860045,6198,0,1
5,StockLevel,1704304353.866257,1633,0,1
1,NewOrder,1704304353.867898,34149,0,1
4,Delivery,1704304353.902063,55579,0,1
1,NewOrder,1704304353.957675,32309,0,1
2,Payment,1704304353.990000,36714,0,1
1,NewOrder,1704304354.026728,29586,0,1
1,NewOrder,1704304354.056346,36664,0,1
1,NewOrder,1704304354.093025,29716,0,1
1,NewOrder,1704304354.122756,36585,0,1
1,NewOrder,1704304354.159357,30315,0,1
1,NewOrder,1704304354.189688,36268,0,1
1,NewOrder,1704304354.225973,29563,0,1
2,Payment,1704304354.255552,37242,0,1
2,Payment,1704304354.292810,18229,0,1
2,Payment,1704304354.311054,30635,0,1
2,Payment,1704304354.341708,4960,0,1
2,Payment,1704304354.346690,4341,0,1
2,Payment,1704304354.351065,7997,0,1
1,NewOrder,1704304354.359076,40479,0,1
1,NewOrder,1704304354.399571,40467,0,1
4,Delivery,1704304354.440053,63492,0,1
1,NewOrder,1704304354.503560,40142,0,1
1,NewOrder,1704304354.543721,12153,0,1
1,NewOrder,1704304354.555884,22481,0,1
2,Payment,1704304354.578381,7692,0,1
2,Payment,1704304354.586088,42130,0,1
1,NewOrder,1704304354.628234,29481,0,1
1,NewOrder,1704304354.657731,40914,0,1
1,NewOrder,1704304354.698661,27863,0,1
2,Payment,1704304354.726540,8393,0,1
2,Payment,1704304354.734967,9679,0,1
1,NewOrder,1704304354.744660,18636,0,1
2,Payment,1704304354.763312,8829,0,1
1,NewOrder,1704304354.772169,26205,0,1
1,NewOrder,1704304354.798408,41881,0,1
2,Payment,1704304354.840305,8644,0,1
2,Payment,1704304354.848963,37677,0,1
5,StockLevel,1704304354.886656,3031,0,1
2,Payment,1704304354.889701,28754,0,1
1,NewOrder,1704304354.918469,37532,0,1
1,NewOrder,1704304354.956018,41554,0,1
1,NewOrder,1704304354.997590,33100,0,1
2,Payment,1704304355.030707,19440,0,1
1,NewOrder,1704304355.050163,27019,0,1
2,Payment,1704304355.077197,11688,0,1
1,NewOrder,1704304355.088902,38727,0,1
1,NewOrder,1704304355.127645,26541,0,1
1,NewOrder,1704304355.154220,54034,0,1
1,NewOrder,1704304355.208271,29058,0,1
1,NewOrder,1704304355.237345,9882,0,1
2,Payment,1704304355.247243,3695,0,1
2,Payment,1704304355.250954,3166,0,1
1,NewOrder,1704304355.254133,6026,0,1
2,Payment,1704304355.260174,3358,0,1
1,NewOrder,1704304355.263547,4583,0,1
1,NewOrder,1704304355.268145,4387,0,1
1,NewOrder,1704304355.272548,2690,0,1
1,NewOrder,1704304355.275247,7763,0,1
1,NewOrder,1704304355.283039,7738,0,1
1,NewOrder,1704304355.290793,14033,0,1
5,StockLevel,1704304355.304843,5132,0,1
2,Payment,1704304355.309990,54517,0,1
2,Payment,1704304355.364523,3012,0,1
1,NewOrder,1704304355.367548,12284,0,1
2,Payment,1704304355.379849,6376,0,1
2,Payment,1704304355.386239,3656,0,1
1,NewOrder,1704304355.389910,29737,0,1
2,Payment,1704304355.419663,12994,0,1
1,NewOrder,1704304355.432672,43168,0,1
1,NewOrder,1704304355.475858,45736,0,1
2,Payment,1704304355.521630,10849,0,1
1,NewOrder,1704304355.532496,45585,0,1
1,NewOrder,1704304355.578098,50660,0,1
4,Delivery,1704304355.628775,57812,0,1
3,OrderStatus,1704304355.686604,3812,0,1
1,NewOrder,1704304355.690424,29229,0,1
2,Payment,1704304355.719669,59133,0,1
1,NewOrder,1704304355.778820,28423,0,1
2,Payment,1704304355.807261,30666,0,1
2,Payment,1704304355.837945,10079,0,1
1,NewOrder,1704304355.848040,48120,0,1
2,Payment,1704304355.896176,8998,0,1
1,NewOrder,1704304355.905190,44375,0,1
1,NewOrder,1704304355.949581,34249,0,1
1,NewOrder,1704304355.983846,43194,0,1
1,NewOrder,1704304356.027057,37501,0,1
1,NewOrder,1704304356.064575,14700,0,1
3,OrderStatus,1704304356.079290,2501,0,1
1,NewOrder,1704304356.081799,18546,0,1
2,Payment,1704304356.100362,10076,0,1
2,Payment,1704304356.110470,9023,0,1
2,Payment,1704304356.119507,33164,0,1
1,NewOrder,1704304356.152689,31042,0,1
1,NewOrder,1704304356.183749,36179,0,1
1,NewOrder,1704304356.219945,30820,0,1
1,NewOrder,1704304356.250785,13899,0,1
2,Payment,1704304356.264701,6559,0,1
4,Delivery,1704304356.271277,33371,0,1
2,Payment,1704304356.304664,30053,0,1
2,Payment,1704304356.334734,3977,0,1
1,NewOrder,1704304356.338739,17121,0,1
1,NewOrder,1704304356.355876,6810,0,1
1,NewOrder,1704304356.362702,7026,0,1
1,NewOrder,1704304356.369745,5232,0,1
1,NewOrder,1704304356.374991,42196,0,1
2,Payment,1704304356.417203,41612,0,1
1,NewOrder,1704304356.458831,33405,0,1
2,Payment,1704304356.492265,13569,0,1
1,NewOrder,1704304356.505850,42555,0,1
1,NewOrder,1704304356.548435,43352,0,1
1,NewOrder,1704304356.591808,39315,0,1
1,NewOrder,1704304356.631139,40870,0,1
2,Payment,1704304356.672266,10965,0,1
1,NewOrder,1704304356.683247,31196,0,1
2,Payment,1704304356.714458,36891,0,1
2,Payment,1704304356.751364,11078,0,1
1,NewOrder,1704304356.762458,39871,0,1
3,OrderStatus,1704304356.802346,4237,0,1
3,OrderStatus,1704304356.806609,1661,0,1
5,StockLevel,1704304356.808280,1534,0,1
1,NewOrder,1704304356.809823,31769,0,1
2,Payment,1704304356.841609,11632,0,1
5,StockLevel,1704304356.853257,1257,0,1
2,Payment,1704304356.854520,9073,0,1
2,Payment,1704304356.863615,10435,0,1
1,NewOrder,1704304356.874066,11841,0,1
2,Payment,1704304356.885924,4359,0,1
4,Delivery,1704304356.890297,33985,0,1
2,Payment,1704304356.924299,30112,0,1
1,NewOrder,1704304356.954426,19581,0,1
5,StockLevel,1704304356.974024,4272,0,1
2,Payment,1704304356.978311,9049,0,1
2,Payment,1704304356.987376,5381,0,1
2,Payment,1704304356.992773,18388,0,1
1,NewOrder,1704304357.011179,11367,0,1
1,NewOrder,1704304357.022561,34213,0,1
2,Payment,1704304357.056804,33174,0,1
2,Payment,1704304357.089994,8367,0,1
2,Payment,1704304357.098376,35536,0,1
1,NewOrder,1704304357.133928,33065,0,1
2,Payment,1704304357.167025,33285,0,1
1,NewOrder,1704304357.200325,33128,0,1
1,NewOrder,1704304357.233722,36113,0,1
3,OrderStatus,1704304357.269851,3708,0,1
2,Payment,1704304357.273570,9382,0,1
1,NewOrder,1704304357.282965,43590,0,1
1,NewOrder,1704304357.326570,28677,0,1
1,NewOrder,1704304357.355261,38547,0,1
2,Payment,1704304357.393822,8417,0,1
1,NewOrder,1704304357.402252,30514,0,1
2,Payment,1704304357.432781,28881,0,1
4,Delivery,1704304357.461677,59618,0,1
2,Payment,1704304357.521310,22342,0,1
3,OrderStatus,1704304357.543668,2205,0,1
1,NewOrder,1704304357.545882,28162,0,1
4,Delivery,1704304357.574060,46726,0,1
1,NewOrder,1704304357.620803,32927,0,1
3,OrderStatus,1704304357.653746,1065,0,1
1,NewOrder,1704304357.654819,10197,0,1
1,NewOrder,1704304357.665031,44691,0,1
2,Payment,1704304357.709740,34228,0,1
1,NewOrder,1704304357.743985,43722,0,1
2,Payment,1704304357.787742,22061,0,1
1,NewOrder,1704304357.809819,34369,0,1
1,NewOrder,1704304357.844205,32437,0,1
3,OrderStatus,1704304357.876659,4615,0,1
2,Payment,1704304357.881286,31583,0,1
2,Payment,1704304357.912885,7745,0,1
2,Payment,1704304357.920647,34319,0,1
1,NewOrder,1704304357.955015,43973,0,1
2,Payment,1704304357.999017,10221,0,1
1,NewOrder,1704304358.009252,25719,0,1
2,Payment,1704304358.034986,29091,0,1
1,NewOrder,1704304358.064093,42711,0,1
2,Payment,1704304358.106821,41365,0,1
1,NewOrder,1704304358.148201,37489,0,1
1,NewOrder,1704304358.185707,29358,0,1
4,Delivery,1704304358.215082,34783,0,1
1,NewOrder,1704304358.249882,6865,0,1
2,Payment,1704304358.256760,3416,0,1
1,NewOrder,1704304358.260188,4497,0,1
1,NewOrder,1704304358.264697,5335,0,1
2,Payment,1704304358.270048,4225,0,1
4,Delivery,1704304358.274289,50748,0,1
4,Delivery,1704304358.325054,62495,0,1
2,Payment,1704304358.387563,32600,0,1
5,StockLevel,1704304358.420178,2440,0,1
2,Payment,1704304358.422629,4193,0,1
2,Payment,1704304358.426836,3408,0,1
2,Payment,1704304358.430257,4391,0,1
2,Payment,1704304358.434661,3014,0,1
1,NewOrder,1704304358.437687,5533,0,1
1,NewOrder,1704304358.443234,5579,0,1
1,NewOrder,1704304358.448827,5873,0,1
2,Payment,1704304358.454715,3150,0,1
1,NewOrder,1704304358.457879,42861,0,1
1,NewOrder,1704304358.500758,7092,0,1
4,Delivery,1704304358.507864,32772,0,1
2,Payment,1704304358.540654,31626,0,1
1,NewOrder,1704304358.572298,34529,0,1
1,NewOrder,1704304358.606843,30054,0,1
1,NewOrder,1704304358.636913,11831,0,1
2,Payment,1704304358.648759,10668,0,1
1,NewOrder,1704304358.659445,6242,0,1
2,Payment,1704304358.665703,3001,0,1
1,NewOrder,1704304358.668715,6111,0,1
1,NewOrder,1704304358.674841,4779,0,1
2,Payment,1704304358.679634,3183,0,1
2,Payment,1704304358.682832,3139,0,1
5,StockLevel,1704304358.685996,1631,0,1
2,Payment,1704304358.687636,3965,0,1
2,Payment,1704304358.691615,3674,0,1
2,Payment,1704304358.695302,3010,0,1
1,NewOrder,1704304358.698325,6438,0,1
1,NewOrder,1704304358.704834,5496,0,1
1,NewOrder,1704304358.710344,4842,0,1
1,NewOrder,1704304358.715201,36797,0,1
2,Payment,1704304358.752015,33956,0,1
2,Payment,1704304358.785987,43392,0,1
2,Payment,1704304358.829395,11563,0,1
2,Payment,1704304358.840973,8489,0,1
2,Payment,1704304358.849476,35713,0,1
1,NewOrder,1704304358.885222,58490,0,1
3,OrderStatus,1704304358.943728,3380,0,1
2,Payment,1704304358.947118,27110,0,1
4,Delivery,1704304358.974245,55818,0,1
1,NewOrder,1704304359.030077,44047,0,1
1,NewOrder,1704304359.074139,60959,0,1
2,Payment,1704304359.135115,36054,0,1
1,NewOrder,1704304359.171186,36664,0,1
5,StockLevel,1704304359.207866,5111,0,1
3,OrderStatus,1704304359.212990,3442,0,1
1,NewOrder,1704304359.216445,42987,0,1
2,Payment,1704304359.259448,16109,0,1
2,Payment,1704304359.275571,8435,0,1
1,NewOrder,1704304359.284022,30878,0,1
1,NewOrder,1704304359.314930,39181,0,1
1,NewOrder,1704304359.354128,7703,0,1
2,Payment,1704304359.361874,3898,0,1
1,NewOrder,1704304359.365789,8084,0,1
1,NewOrder,1704304359.373890,29991,0,1
2,Payment,1704304359.403901,29285,0,1
2,Payment,1704304359.433204,4539,0,1
1,NewOrder,1704304359.437757,44382,0,1
1,NewOrder,1704304359.482158,29700,0,1
1,NewOrder,1704304359.511875,6346,0,1
1,NewOrder,1704304359.518240,5318,0,1
4,Delivery,1704304359.523577,45589,0,1
2,Payment,1704304359.569182,4438,0,1
1,NewOrder,1704304359.573636,18377,0,1
1,NewOrder,1704304359.592029,44986,0,1
2,Payment,1704304359.637031,11603,0,1
2,Payment,1704304359.648651,11948,0,1
1,NewOrder,1704304359.660615,45363,0,1
2,Payment,1704304359.705994,29857,0,1
4,Delivery,1704304359.735868,34817,0,1
2,Payment,1704304359.770701,12418,0,1
1,NewOrder,1704304359.783135,44087,0,1
2,Payment,1704304359.827239,8332,0,1
5,StockLevel,1704304359.835584,4369,0,1
1,NewOrder,1704304359.839965,30884,0,1
1,NewOrder,1704304359.870865,48287,0,1
2,Payment,1704304359.919169,10981,0,1
2,Payment,1704304359.930164,7086,0,1
2,Payment,1704304359.937266,8684,0,1
1,NewOrder,1704304359.945964,51958,0,1
2,Payment,1704304359.997938,36246,0,1
1,NewOrder,1704304360.034199,30477,0,1
2,Payment,1704304360.064692,38155,0,1
5,StockLevel,1704304360.102863,3509,0,1
1,NewOrder,1704304360.106387,38520,0,1
2,Payment,1704304360.144923,32226,0,1
2,Payment,1704304360.177165,34529,0,1
1,NewOrder,1704304360.211710,31874,0,1
1,NewOrder,1704304360.243621,34091,0,1
1,NewOrder,1704304360.277728,33405,0,1
1,NewOrder,1704304360.311149,44216,0,1
2,Payment,1704304360.355380,33209,0,1
4,Delivery,1704304360.388605,33108,0,1
1,NewOrder,1704304360.421729,34438,0,1
1,NewOrder,1704304360.456183,2970,0,1
3,OrderStatus,1704304360.459161,621,0,1
2,Payment,1704304360.459802,7317,0,1
1,NewOrder,1704304360.467134,11700,0,1
2,Payment,1704304360.478850,3584,0,1
2,Payment,1704304360.482447,3737,0,1
1,NewOrder,1704304360.486198,4672,0,1
2,Payment,1704304360.490884,3506,0,1
2,Payment,1704304360.494649,3486,0,1
1,NewOrder,1704304360.498148,2662,0,1
1,NewOrder,1704304360.500819,34746,0,1
1,NewOrder,1704304360.535600,30023,0,1
1,NewOrder,1704304360.565639,37086,0,1
1,NewOrder,1704304360.602740,33976,0,1
4,Delivery,1704304360.636733,65498,0,1
2,Payment,1704304360.702248,12979,0,1
4,Delivery,1704304360.715243,60414,0,1
1,NewOrder,1704304360.775672,33382,0,1
1,NewOrder,1704304360.809100,30560,0,1
2,Payment,1704304360.839676,37124,0,1
1,NewOrder,1704304360.876819,29425,0,1
1,NewOrder,1704304360.906261,38416,0,1
2,Payment,1704304360.944695,42232,0,1
2,Payment,1704304360.986945,31045,0,1
1,NewOrder,1704304361.018008,35622,0,1
1,NewOrder,1704304361.053646,32078,0,1
3,OrderStatus,1704304361.085740,3273,0,1
1,NewOrder,1704304361.089022,42741,0,1
1,NewOrder,1704304361.131780,22225,0,1
4,Delivery,1704304361.154249,42130,0,1
1,NewOrder,1704304361.196394,33339,0,1
1,NewOrder,1704304361.229749,8036,0,1
2,Payment,1704304361.237801,3947,0,1
2,Payment,1704304361.241760,3533,0,1
1,NewOrder,1704304361.245318,6743,0,1
2,Payment,1704304361.252075,5740,0,1
1,NewOrder,1704304361.257830,38346,0,1
4,Delivery,1704304361.296192,49071,0,1
1,NewOrder,1704304361.345278,42782,0,1
1,NewOrder,1704304361.388076,30652,0,1
1,NewOrder,1704304361.418746,37636,0,1
1,NewOrder,1704304361.456399,30175,0,1
1,NewOrder,1704304361.486589,36285,0,1
1,NewOrder,1704304361.522891,55935,0,1
1,NewOrder,1704304361.578842,31396,0,1
2,Payment,1704304361.610253,11446,0,1
1,NewOrder,1704304361.621713,41276,0,1
2,Payment,1704304361.663045,9183,0,1
4,Delivery,1704304361.672437,61807,0,1
5,StockLevel,1704304361.734259,4780,0,1
2,Payment,1704304361.739054,4302,0,1
2,Payment,1704304361.743369,3608,0,1
2,Payment,1704304361.746992,3689,0,1
2,Payment,1704304361.750693,3154,0,1
1,NewOrder,1704304361.753879,5017,0,1
2,Payment,1704304361.758910,3894,0,1
2,Payment,1704304361.762817,16873,0,1
4,Delivery,1704304361.779705,37922,0,1
2,Payment,1704304361.817644,31522,0,1
1,NewOrder,1704304361.849183,45145,0,1
1,NewOrder,1704304361.894344,44372,0,1
4,Delivery,1704304361.938732,76900,0,1
1,NewOrder,1704304362.015648,33427,0,1
1,NewOrder,1704304362.049092,33620,0,1
2,Payment,1704304362.082958,34290,0,1
2,Payment,1704304362.117264,31524,0,1
4,Delivery,1704304362.148804,59272,0,1
1,NewOrder,1704304362.208091,44401,0,1
1,NewOrder,1704304362.252515,40370,0,1
2,Payment,1704304362.292901,22076,0,1
1,NewOrder,1704304362.314992,36473,0,1
1,NewOrder,1704304362.351481,30219,0,1
1,NewOrder,1704304362.381729,36219,0,1
